"M","valence","par","item","study","TSlength","scale","MpD","pop","retro","TSlength_c","MpD_c"
0,0,741,12,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,13,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,14,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,15,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,16,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,17,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,18,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,19,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,20,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,741,21,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,22,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,23,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,24,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,25,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,26,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,27,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,28,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,29,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,30,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,1,741,31,7,161,0,3.7,1,0,60.1437125748503,-2.11428571428571
0,0,742,5,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,6,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,7,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,8,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,10,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,13,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,14,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,15,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,16,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,17,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,18,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,19,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,20,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,742,21,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,22,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,23,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,24,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,25,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,26,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,27,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,28,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,29,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,30,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,742,31,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,743,3,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,5,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,6,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,10,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,13,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,15,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,743,19,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,22,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,23,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,24,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,25,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,26,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,27,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,28,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
1,1,743,29,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,30,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,1,743,31,7,171,0,3.7,1,0,70.1437125748503,-2.11428571428571
0,0,744,6,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,0,744,15,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,0,744,17,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,0,744,20,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,22,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,23,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,24,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,25,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,26,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,27,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,28,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,29,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,30,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,1,744,31,7,30,0,3.7,1,0,-70.8562874251497,-2.11428571428571
0,0,745,10,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,0,745,17,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,22,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,23,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,24,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,25,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,27,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,28,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,29,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,30,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,1,745,31,7,20,0,3.7,1,0,-80.8562874251497,-2.11428571428571
0,0,746,3,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,5,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,6,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,7,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,10,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,13,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,746,20,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,22,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,23,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,24,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,25,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,26,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,27,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,28,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,29,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,30,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,746,31,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,747,3,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,4,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,5,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,6,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,7,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,8,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,10,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,13,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,15,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,17,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,19,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,747,20,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,22,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,23,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,24,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,25,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
1,1,747,26,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,27,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
1,1,747,28,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,29,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,30,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,1,747,31,7,170,0,3.7,1,0,69.1437125748503,-2.11428571428571
0,0,748,1,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,2,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,3,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,4,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,5,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,6,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,7,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,8,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,9,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,10,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,11,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,13,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,14,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,15,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,16,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,17,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,18,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,19,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,20,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,748,21,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,22,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,23,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,24,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,25,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,26,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,27,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,28,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,29,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,30,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,1,748,31,7,172,0,3.7,1,0,71.1437125748503,-2.11428571428571
0,0,749,2,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,3,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,4,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,5,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,6,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,8,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,9,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,10,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,13,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,15,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,17,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,18,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,19,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,20,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,749,21,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,22,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,23,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,24,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
1,1,749,25,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,26,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,27,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,28,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,29,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,30,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,1,749,31,7,113,0,3.7,1,0,12.1437125748503,-2.11428571428571
0,0,750,2,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,3,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,4,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,5,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,6,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,7,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,8,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,10,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,14,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,15,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,17,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,18,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,19,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,20,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,750,21,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,22,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,23,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,24,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,25,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
1,1,750,26,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,27,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,28,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,29,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,30,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,1,750,31,7,130,0,3.7,1,0,29.1437125748503,-2.11428571428571
0,0,751,10,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,0,751,12,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,22,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,23,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,24,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,25,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,26,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,27,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,28,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,29,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,30,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,1,751,31,7,71,0,3.7,1,0,-29.8562874251497,-2.11428571428571
0,0,752,1,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,2,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,3,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,4,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,5,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,6,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,7,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,8,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,9,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,10,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,11,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,12,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,13,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,14,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,15,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,16,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,17,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,18,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,19,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,20,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,752,21,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,22,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,23,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,24,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,25,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,26,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,27,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,28,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,29,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,30,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,1,752,31,7,141,0,3.7,1,0,40.1437125748503,-2.11428571428571
0,0,753,2,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,3,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,4,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,5,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,6,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,8,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,9,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,10,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,11,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,12,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,13,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,14,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,16,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,17,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,18,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,19,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,20,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,753,21,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,22,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,23,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,24,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,25,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,26,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,27,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,28,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,29,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,30,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,1,753,31,7,173,0,3.7,1,0,72.1437125748503,-2.11428571428571
0,0,754,1,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,2,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,4,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,5,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,6,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,8,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,9,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,10,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,12,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,13,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,14,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,16,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,17,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,18,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,19,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,20,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,754,21,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,22,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,24,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,26,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,27,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,28,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,29,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,30,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,1,754,31,7,169,0,3.7,1,0,68.1437125748503,-2.11428571428571
0,0,755,2,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,3,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,4,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,5,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,6,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,8,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,10,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,12,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,13,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,15,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,17,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,18,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,755,21,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,22,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,23,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,24,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,25,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,26,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,27,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,28,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,29,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,30,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,1,755,31,7,188,0,3.7,1,0,87.1437125748503,-2.11428571428571
0,0,756,1,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,2,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,3,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,4,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,6,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,7,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,8,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,9,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,10,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,11,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,12,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,13,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,15,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,17,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,18,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,19,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,756,20,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,22,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,23,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,24,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,25,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,26,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,27,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,28,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,29,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,30,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,1,756,31,7,148,0,3.7,1,0,47.1437125748503,-2.11428571428571
0,0,757,1,7,103,0,3.7,1,0,2.1437125748503,-2.11428571428571
0,0,757,2,7,103,0,3.7,1,0,2.1437125748503,-2.11428571428571
0,0,757,3,7,103,0,3.7,1,0,2.1437125748503,-2.11428571428571
0,0,757,4,7,103,0,3.7,1,0,2.1437125748503,-2.11428571428571
0,0,757,5,7,103,0,3.7,1,0,2.1437125748503,-2.11428571428571
